character,universe,property_name,value
garth_bernstein,dc_super_hero_girls_tv_series,gender,male
hila,dc_bombshells,marital_status,widowed
hila,dc_bombshells,gender,female
hila,prime_earth,marital_status,single
hila,prime_earth,gender,female
iqula,new_earth,marital_status,married
iqula,new_earth,gender,male
jurok_byss,prime_earth,marital_status,single
jurok_byss,prime_earth,gender,male
kadaver,prime_earth,marital_status,single
kadaver,prime_earth,gender,male
kaldur_ahm,teen_titans_tv_series,marital_status,single
kaldur_ahm,teen_titans_tv_series,gender,male
lammia,prime_earth,marital_status,widowed
lammia,prime_earth,gender,female
leron,prime_earth,marital_status,single
leron,prime_earth,gender,male
lorena_marquez,earth_16,marital_status,single
lorena_marquez,earth_16,gender,female
lucia_hyde,prime_earth,marital_status,single
lucia_hyde,prime_earth,gender,female
madame_langrock,prime_earth,marital_status,single
madame_langrock,prime_earth,gender,female
manlius,earth_two,marital_status,single
manlius,earth_two,gender,male
mera,dc_legends,marital_status,married
mera,dc_legends,gender,female
mera,dceased,marital_status,widowed
mera,dceased,gender,female
mera,tidebreaker,marital_status,single
mera,tidebreaker,gender,female
murk,prime_earth,marital_status,single
murk,prime_earth,gender,male
nereus,dc_bombshells,marital_status,married
nereus,dc_bombshells,gender,male
nuada_silverhand,new_earth,marital_status,single
nuada_silverhand,new_earth,gender,female
nuidis_vulko,prime_earth,marital_status,single
nuidis_vulko,prime_earth,gender,male
octavia,earth_two,marital_status,single
octavia,earth_two,gender,female
orm_marius,dc_extended_universe,marital_status,single
orm_marius,dc_extended_universe,gender,male
orvax_marius,prime_earth,marital_status,married
orvax_marius,prime_earth,gender,male
ptra,earth_two,marital_status,single
ptra,earth_two,gender,female
queen_clea,earth_two,marital_status,single
queen_clea,earth_two,gender,female
queen_clea,new_earth,marital_status,single
queen_clea,new_earth,gender,female
rhombus,new_earth,marital_status,single
rhombus,new_earth,gender,male
ronal,earth_one,marital_status,married
ronal,earth_one,gender,male
ronal,new_earth,marital_status,married
ronal,new_earth,gender,male
rowa,prime_earth,marital_status,single
rowa,prime_earth,gender,female
ryus,prime_earth,marital_status,widowed
ryus,prime_earth,gender,male
ryus,tidebreaker,marital_status,widowed
ryus,tidebreaker,gender,male
sontag_henya,earth_two,marital_status,single
sontag_henya,earth_two,gender,female
tula,new_earth,marital_status,single
tula,new_earth,gender,female
tula,prime_earth,marital_status,single
tula,prime_earth,gender,female
urcell,prime_earth,marital_status,single
urcell,prime_earth,gender,female
vulko,dc_extended_universe,marital_status,single
vulko,dc_extended_universe,gender,male
rosalind_dillon,arrowverse,marital_status,single
rosalind_dillon,arrowverse,gender,female
vertigo,dc_animated_movie_universe,marital_status,single
vertigo,dc_animated_movie_universe,gender,male
werner_vertigo,earth_16,marital_status,single
werner_vertigo,earth_16,gender,male
werner_vertigo,new_earth,marital_status,single
werner_vertigo,new_earth,gender,male
werner_vertigo,the_batman_tv_series,marital_status,single
werner_vertigo,the_batman_tv_series,gender,male
werner_zytle,prime_earth,marital_status,single
werner_zytle,prime_earth,gender,male
agamemno,new_earth,marital_status,single
agamemno,new_earth,gender,male
alexander_luthor_jr,earth_three,marital_status,single
alexander_luthor_jr,earth_three,gender,male
alfred_protocol,earth_44,marital_status,single
alfred_protocol,earth_44,gender,genderless
angela_spica,wildstorm_universe,marital_status,single
angela_spica,wildstorm_universe,gender,female
baron_bedlam_ii,new_earth,marital_status,single
baron_bedlam_ii,new_earth,gender,male
bizarro,new_earth,marital_status,married
bizarro,new_earth,gender,male
bizarro_plastic_man,earth_29,marital_status,single
bizarro_plastic_man,earth_29,gender,male
bloody_mary,fables,marital_status,single
bloody_mary,fables,gender,female
bruce_wayne,earth_22,marital_status,single
bruce_wayne,earth_22,gender,male
bruce_wayne,earth_44,marital_status,single
bruce_wayne,earth_44,gender,male
cassius_payne,new_earth,marital_status,single
cassius_payne,new_earth,gender,male
christopher_champion,atari_force,marital_status,single
christopher_champion,atari_force,gender,male
danny_the_street,prime_earth,marital_status,single
danny_the_street,prime_earth,gender,male
danton_black,arrowverse,marital_status,widowed
danton_black,arrowverse,gender,male
danton_black,new_earth,marital_status,single
danton_black,new_earth,gender,male
dee_dee,dcau,marital_status,single
dee_dee,dcau,gender,female
enchantress,prime_earth,marital_status,single
enchantress,prime_earth,gender,female
enya_wazzo,new_earth,marital_status,single
enya_wazzo,new_earth,gender,female
ethan_bennett,the_batman_tv_series,marital_status,single
ethan_bennett,the_batman_tv_series,gender,male
evil,earth_s,marital_status,single
frederick_von_frankenstein,superman_returns,marital_status,single
frederick_von_frankenstein,superman_returns,gender,male
gerome_mckenna,new_earth,marital_status,single
gerome_mckenna,new_earth,gender,male
gray_man_i,new_earth,marital_status,single
gray_man_i,new_earth,gender,male
gray_man_ii,new_earth,marital_status,single
gray_man_ii,new_earth,gender,male
henry_hall,new_earth,marital_status,single
henry_hall,new_earth,gender,male
ian_randall,smallville,marital_status,single
ian_randall,smallville,gender,male
jaina_hudson,prime_earth,marital_status,single
jaina_hudson,prime_earth,gender,female
jinny_hex,prime_earth,marital_status,single
jinny_hex,prime_earth,gender,female
john_corben,new_earth,marital_status,single
john_corben,new_earth,gender,male
john_marlowe,the_batman_tv_series,marital_status,single
john_marlowe,the_batman_tv_series,gender,male
jonathan_osterman,watchmen_movie,marital_status,single
jonathan_osterman,watchmen_movie,gender,male
jonathan_osterman,watchmen,marital_status,single
jonathan_osterman,watchmen,gender,male
joseph_meach,earth_one,marital_status,single
joseph_meach,earth_one,gender,male
kal_el,strange_visitor,marital_status,single
kal_el,strange_visitor,gender,male
liseth_vok,prime_earth,marital_status,single
liseth_vok,prime_earth,gender,female
lobo,batman_lobo,marital_status,single
lobo,batman_lobo,gender,male
lobo,dcau,marital_status,single
lobo,dcau,gender,male
lobo,earth_16,marital_status,single
lobo,earth_16,gender,male
lobo,new_earth,marital_status,single
lobo,new_earth,gender,male
lobo_ii,prime_earth,marital_status,single
lobo_ii,prime_earth,gender,male
luornu_durgo,earth_prime,marital_status,single
luornu_durgo,earth_prime,gender,female
luornu_durgo,post_zero_hour,marital_status,single
luornu_durgo,post_zero_hour,gender,female
lyla_michaels,pre_crisis,marital_status,single
lyla_michaels,pre_crisis,gender,female
lyla_michaels,superman_batman,marital_status,single
lyla_michaels,superman_batman,gender,female
manuel_lago,prime_earth,marital_status,single
manuel_lago,prime_earth,gender,male
matthew_hagen,dcau,marital_status,single
matthew_hagen,dcau,gender,male
namma,prime_earth,marital_status,widowed
namma,prime_earth,gender,female
nathaniel_adam,prime_earth,marital_status,widowed
nathaniel_adam,prime_earth,gender,male
patrick_o_brian,prime_earth,marital_status,divorced
patrick_o_brian,prime_earth,gender,male
paul_morris,dakotaverse,marital_status,single
paul_morris,dakotaverse,gender,male
ph_yzzon,new_earth,marital_status,married
ph_yzzon,new_earth,gender,male
raven,teen_titans_go_tv_series,marital_status,single
raven,teen_titans_go_tv_series,gender,female
reggie_meyer,prime_earth,marital_status,single
reggie_meyer,prime_earth,gender,male
rex_mason,new_earth,marital_status,married
rex_mason,new_earth,gender,male
richard_swift,prime_earth,marital_status,widowed
richard_swift,prime_earth,gender,male
saahira,wildstorm_universe,marital_status,single
saahira,wildstorm_universe,gender,female
silent_majority,new_earth,marital_status,single
silent_majority,new_earth,gender,male
silica,new_earth,marital_status,single
silica,new_earth,gender,female
simon_ecks,prime_earth,marital_status,single
simon_ecks,prime_earth,gender,male
susan_lang,futures_end,marital_status,single
susan_lang,futures_end,gender,female
tetrad_force,new_earth,marital_status,married
tetrad_force,new_earth,gender,male
tinya_wazzo,post_zero_hour,marital_status,married
tinya_wazzo,post_zero_hour,gender,female
uncle_sam,new_earth,marital_status,single
uncle_sam,new_earth,gender,male
vril_dox_i,new_earth,marital_status,single
vril_dox_i,new_earth,gender,male
wallace_johnson,new_earth,marital_status,single
wallace_johnson,new_earth,gender,male
waylon_jones,prime_earth,marital_status,single
waylon_jones,prime_earth,gender,male
wyld,new_earth,marital_status,single
wyld,new_earth,gender,male
yang_kei_ying,new_earth,marital_status,single
yang_kei_ying,new_earth,gender,male
zou_kang,new_earth,marital_status,single
zou_kang,new_earth,gender,male
alec_holland,new_earth,marital_status,widowed
alec_holland,new_earth,gender,male
amunet_black,new_earth,marital_status,divorced
amunet_black,new_earth,gender,female
axel_asher,marvel_universe,marital_status,single
axel_asher,marvel_universe,gender,male
chemo,dc_universe_online,marital_status,single
chemo,dc_universe_online,gender,male
chemo,the_brave_and_the_bold,marital_status,single
chemo,the_brave_and_the_bold,gender,male
deimos_god_of_terror,prime_earth,marital_status,single
deimos_god_of_terror,prime_earth,gender,male
eric_strauss,new_earth,marital_status,single
eric_strauss,new_earth,gender,male
linda_strauss,new_earth,marital_status,widowed
linda_strauss,new_earth,gender,female
matrix,pocket_universe,marital_status,single
matrix,pocket_universe,gender,female
phobos,prime_earth,marital_status,single
phobos,prime_earth,gender,male
rachel_berkowitz,earth_one,marital_status,single
rachel_berkowitz,earth_one,gender,female
ronald_raymond,justice_league_action,marital_status,single
ronald_raymond,justice_league_action,gender,male
alexander_luthor,earth_3,marital_status,single
alexander_luthor,earth_3,gender,male
bizarra,earth_29,marital_status,single
bizarra,earth_29,gender,female
bizarrfo,farm_league,marital_status,single
bizarrfo,farm_league,gender,male
bizarro,dc_super_friends_web_series,marital_status,single
bizarro,dc_super_friends_web_series,gender,male
bizarro,dcau,marital_status,married
bizarro,dcau,gender,male
bizarro,earth_23,marital_status,single
bizarro,earth_23,gender,male
bizarro,earth_3,marital_status,single
bizarro,earth_3,gender,male
bizarro,earth_423,marital_status,married
bizarro,earth_423,gender,male
bizarro,earth_5_8,marital_status,married
bizarro,earth_5_8,gender,male
bizarro,earth_one,marital_status,married
bizarro,earth_one,gender,male
bizarro,injustice,marital_status,single
bizarro,injustice,gender,male
bizarro,justice_league_action,marital_status,single
bizarro,justice_league_action,gender,male
bizarro,justice,marital_status,single
bizarro,justice,gender,male
bizarro,scooby_doo_team_up,marital_status,single
bizarro,scooby_doo_team_up,gender,male
bizarro,tales_of_metropolis_shorts,marital_status,single
bizarro,tales_of_metropolis_shorts,gender,male
bizarro,tiny_titans,marital_status,single
bizarro,tiny_titans,gender,male
bizarro,trapped_in_time,marital_status,single
bizarro,trapped_in_time,gender,male
bizarro_all_star,dcau,marital_status,single
bizarro_all_star,dcau,gender,female
bizarro_atom,new_earth,marital_status,single
bizarro_atom,new_earth,gender,male
bizarro_batman,dcau,marital_status,single
bizarro_batman,dcau,gender,male
bizarro_batman,earth_one,marital_status,single
bizarro_batman,earth_one,gender,male
bizarro_beast_boy,tiny_titans,marital_status,single
bizarro_beast_boy,tiny_titans,gender,male
bizarro_brainiac,new_earth,marital_status,single
bizarro_brainiac,new_earth,gender,male
bizarro_catwoman,new_earth,marital_status,single
bizarro_catwoman,new_earth,gender,female
bizarro_cyborg,tiny_titans,marital_status,single
bizarro_cyborg,tiny_titans,gender,male
bizarro_doctor_fate,new_earth,marital_status,single
bizarro_doctor_fate,new_earth,gender,male
bizarro_fire,new_earth,marital_status,single
bizarro_fire,new_earth,gender,female
bizarro_girl,tiny_titans,marital_status,single
bizarro_girl,tiny_titans,gender,female
bizarro_hawkgirl,new_earth,marital_status,single
bizarro_hawkgirl,new_earth,gender,female
bizarro_hawkman,earth_one,marital_status,single
bizarro_hawkman,earth_one,gender,male
bizarro_i,new_earth,marital_status,single
bizarro_i,new_earth,gender,male
bizarro_ii,new_earth,marital_status,single
bizarro_ii,new_earth,gender,male
bizarro_ii,prime_earth,marital_status,single
bizarro_ii,prime_earth,gender,male
bizarro_jimmy_olsen,earth_one,marital_status,single
bizarro_jimmy_olsen,earth_one,gender,male
bizarro_krypto,earth_one,marital_status,single
bizarro_krypto,earth_one,gender,male
bizarro_lois_lane,earth_one,marital_status,married
bizarro_lois_lane,earth_one,gender,female
bizarro_robin,tiny_titans,marital_status,single
bizarro_robin,tiny_titans,gender,male
bizarro_starfire,tiny_titans,marital_status,single
bizarro_starfire,tiny_titans,gender,female
bizarro_superboy,earth_one,marital_status,single
bizarro_superboy,earth_one,gender,male
bizarro_superboy_ii,pre_zero_hour,marital_status,single
bizarro_superboy_ii,pre_zero_hour,gender,male
bizarro_supergirl,earth_one,marital_status,single
bizarro_supergirl,earth_one,gender,female
bizarro_titano,earth_one,marital_status,single
bizarro_titano,earth_one,gender,male
bizarro_zatanna,new_earth,marital_status,single
bizarro_zatanna,new_earth,gender,female
bizarro_jr,earth_one,marital_status,single
bizarro_jr,earth_one,gender,male
bizarro_girl,new_earth,marital_status,single
bizarro_girl,new_earth,gender,female
bizarro_green_lantern,earth_29,marital_status,single
bizarro_green_lantern,earth_29,gender,male
bizarro_metamorpho,earth_29,marital_status,single
bizarro_metamorpho,earth_29,gender,male
bizarro_mister_terrific,earth_29,marital_status,single
bizarro_mister_terrific,earth_29,gender,male
bizarro_phantom_girl,earth_29,marital_status,single
bizarro_phantom_girl,earth_29,gender,female
bizarro_sinestro,earth_29,marital_status,single
bizarro_sinestro,earth_29,gender,male
bizarro_superboy,earth_29,marital_status,single
bizarro_superboy,earth_29,gender,male
bizarro_superman,earth_29,marital_status,married
bizarro_superman,earth_29,gender,male
boy_beast,teen_titans_go_tv_series,marital_status,single
boy_beast,teen_titans_go_tv_series,gender,male
duck_zarro,tiny_titans,marital_status,single
erifrats,teen_titans_go_tv_series,marital_status,single
erifrats,teen_titans_go_tv_series,gender,female
grobyc,teen_titans_go_tv_series,marital_status,single
grobyc,teen_titans_go_tv_series,gender,male
kent_connor,new_earth,marital_status,single
kent_connor,new_earth,gender,male
nevar,teen_titans_go_tv_series,marital_status,single
nevar,teen_titans_go_tv_series,gender,female
new_bizarro,earth_one,marital_status,single
new_bizarro,earth_one,gender,male
nibor,teen_titans_go_tv_series,marital_status,single
nibor,teen_titans_go_tv_series,gender,male
s_1,new_earth,marital_status,single
s_1,new_earth,gender,male
subject_b,prime_earth,marital_status,single
subject_b,prime_earth,gender,male
abel_tarrant,green_lantern_animated_series,marital_status,single
abel_tarrant,green_lantern_animated_series,gender,male
abel_tarrant,new_earth,marital_status,single
abel_tarrant,new_earth,gender,male
abel_tarrant,prime_earth,marital_status,single
abel_tarrant,prime_earth,gender,male
ariadne_pinxit,new_earth,marital_status,single
ariadne_pinxit,new_earth,gender,female
jeremy_tell,arrowverse,marital_status,single
jeremy_tell,arrowverse,gender,male
john_oakes,new_earth,marital_status,single
john_oakes,new_earth,gender,male
john_oakes,prime_earth,marital_status,single
john_oakes,prime_earth,gender,male
mark_richards,new_earth,marital_status,married
mark_richards,new_earth,gender,male
mark_richards,prime_earth,marital_status,single
mark_richards,prime_earth,gender,male
alexei_luthor,earth_two,marital_status,single
alexei_luthor,earth_two,gender,male
arthur_penn,gotham,marital_status,single
arthur_penn,gotham,gender,male
bruce_the_hyena,dc_extended_universe,marital_status,single
bruce_the_hyena,dc_extended_universe,gender,male
dennis_colt,earth_spirit,marital_status,single
dennis_colt,earth_spirit,gender,male
harleen_quinzel,dc_extended_universe,marital_status,single
harleen_quinzel,dc_extended_universe,gender,female
harleen_quinzel,dcau,marital_status,married
harleen_quinzel,dcau,gender,female
harleen_quinzel,harley_quinn_tv_series,marital_status,single
harleen_quinzel,harley_quinn_tv_series,gender,female
harleen_quinzel,scooby_doo_team_up,marital_status,single
harleen_quinzel,scooby_doo_team_up,gender,female
irwin_schwab,lego_batman,marital_status,single
irwin_schwab,lego_batman,gender,male
jeremiah_valeska,gotham,marital_status,single
jeremiah_valeska,gotham,gender,male
joker,arkhamverse,marital_status,single
joker,arkhamverse,gender,male
joker,dc_extended_universe,marital_status,single
joker,dc_extended_universe,gender,male
joker,dcau,marital_status,single
joker,dcau,gender,male
joker,earth_3839,marital_status,single
joker,earth_3839,gender,male
joker,harley_quinn_tv_series,marital_status,single
joker,harley_quinn_tv_series,gender,male
joker,new_earth,marital_status,widowed
joker,new_earth,gender,male
joker,prime_earth,marital_status,married
joker,prime_earth,gender,male
joker,scooby_doo_team_up,marital_status,single
joker,scooby_doo_team_up,gender,male
joker,the_brave_and_the_bold,marital_status,single
joker,the_brave_and_the_bold,gender,male
joker_jr,prime_earth,marital_status,single
joker_jr,prime_earth,gender,male
lazarus_lane,new_earth,marital_status,single
lazarus_lane,new_earth,gender,male
oswald_cobblepot,gotham,marital_status,single
oswald_cobblepot,gotham,gender,male
selina_kyle,batman_1966_tv_series,marital_status,single
selina_kyle,batman_1966_tv_series,gender,female
selina_kyle,burtonverse,marital_status,single
selina_kyle,burtonverse,gender,female
selina_kyle,gotham,marital_status,single
selina_kyle,gotham,gender,female
condo_arlik,pre_zero_hour,marital_status,single
condo_arlik,pre_zero_hour,gender,male
hadru_jamik,pre_zero_hour,marital_status,single
hadru_jamik,pre_zero_hour,gender,male
queega_semk,pre_zero_hour,marital_status,single
queega_semk,pre_zero_hour,gender,female
asami_koizumi,earth_16,marital_status,single
asami_koizumi,earth_16,gender,female
benjamin_turner,new_earth,marital_status,single
benjamin_turner,new_earth,gender,male
bruce_wayne,new_earth,marital_status,single
bruce_wayne,new_earth,gender,male
kong_kenan,prime_earth,marital_status,single
kong_kenan,prime_earth,gender,male
richard_drakunovski,new_earth,marital_status,single
richard_drakunovski,new_earth,gender,male
victor_sage,new_earth,marital_status,single
victor_sage,new_earth,gender,male
alicia_collins,new_earth,marital_status,widowed
alicia_collins,new_earth,gender,female
blackbriar_thorn,new_earth,marital_status,single
blackbriar_thorn,new_earth,gender,male
blackbriar_thorn,prime_earth,marital_status,single
blackbriar_thorn,prime_earth,gender,male
brother_jonah,prime_earth,marital_status,single
brother_jonah,prime_earth,gender,male
chang_ming_zu,prime_earth,marital_status,single
chang_ming_zu,prime_earth,gender,female
circe,earth_two,marital_status,single
circe,earth_two,gender,female
diane_dorst,new_earth,marital_status,single
diane_dorst,new_earth,gender,female
felix_faust,dcau,marital_status,single
felix_faust,dcau,gender,male
flora_hershfeld,wildstorm_universe,marital_status,single
flora_hershfeld,wildstorm_universe,gender,female
frederick_delmar,new_earth,marital_status,married
frederick_delmar,new_earth,gender,male
gog_i,new_earth,marital_status,single
gog_i,new_earth,gender,male
hazel,prime_earth,marital_status,single
hazel,prime_earth,gender,female
isaac_fisher,new_earth,marital_status,single
isaac_fisher,new_earth,gender,male
ivy_pepper,gotham,marital_status,single
ivy_pepper,gotham,gender,female
jason_woodrue,prime_earth,marital_status,single
jason_woodrue,prime_earth,gender,male
jason_woodrue,swamp_thing_2_19_tv_series,marital_status,married
jason_woodrue,swamp_thing_2_19_tv_series,gender,male
jon_haraldson,prime_earth,marital_status,single
jon_haraldson,prime_earth,gender,male
june_moone,lego_batman,marital_status,single
june_moone,lego_batman,gender,female
lady_weeds,prime_earth,marital_status,single
lady_weeds,prime_earth,gender,female
mayflower,new_earth,marital_status,single
mayflower,new_earth,gender,female
nathaniel_heywood,arrowverse,marital_status,single
nathaniel_heywood,arrowverse,gender,male
osiris_god_of_the_dead,new_earth,marital_status,married
osiris_god_of_the_dead,new_earth,gender,male
pamela_isley,ame_comi,marital_status,single
pamela_isley,ame_comi,gender,female
pamela_isley,arkhamverse,marital_status,single
pamela_isley,arkhamverse,gender,female
pamela_isley,batman_vs_tmnt,marital_status,single
pamela_isley,batman_vs_tmnt,gender,female
pamela_isley,burtonverse,marital_status,single
pamela_isley,burtonverse,gender,female
pamela_isley,dc_animated_movie_universe,marital_status,single
pamela_isley,dc_animated_movie_universe,gender,female
pamela_isley,dc_super_friends_web_series,marital_status,single
pamela_isley,dc_super_friends_web_series,gender,female
pamela_isley,dc_super_hero_girls_tv_series,marital_status,single
pamela_isley,dc_super_hero_girls_tv_series,gender,female
pamela_isley,dc_super_hero_girls,marital_status,single
pamela_isley,dc_super_hero_girls,gender,female
pamela_isley,dcau,marital_status,single
pamela_isley,dcau,gender,female
pamela_isley,dceased,marital_status,single
pamela_isley,dceased,gender,female
pamela_isley,earth_19,marital_status,single
pamela_isley,earth_19,gender,female
pamela_isley,gotham_a_d,marital_status,single
pamela_isley,gotham_a_d,gender,female
pamela_isley,harleen,marital_status,single
pamela_isley,harleen,gender,female
pamela_isley,harley_quinn_tv_series,marital_status,single
pamela_isley,harley_quinn_tv_series,gender,female
pamela_isley,injustice,marital_status,married
pamela_isley,injustice,gender,female
pamela_isley,justice,marital_status,single
pamela_isley,justice,gender,female
pamela_isley,lego_batman,marital_status,single
pamela_isley,lego_batman,gender,female
pamela_isley,prime_earth,marital_status,single
pamela_isley,prime_earth,gender,female
pamela_isley,the_batman_tv_series,marital_status,single
pamela_isley,the_batman_tv_series,gender,female
pamela_isley,the_lego_movie,marital_status,single
pamela_isley,the_lego_movie,gender,female
peony_mcgill,prime_earth,marital_status,single
peony_mcgill,prime_earth,gender,female
persephone,future_state,marital_status,married
persephone,future_state,gender,female
ral_benem,legion_of_super_heroes_tv_series,marital_status,single
ral_benem,legion_of_super_heroes_tv_series,gender,male
ral_benem,pre_zero_hour,marital_status,single
ral_benem,pre_zero_hour,gender,male
rama_khan,new_earth,marital_status,married
rama_khan,new_earth,gender,male
ramulus,new_earth,marital_status,single
ramulus,new_earth,gender,male
rose,prime_earth,marital_status,single
rose,prime_earth,gender,female
rose_canton,new_earth,marital_status,married
rose_canton,new_earth,gender,female
saul_constantine,vertigo_universe,marital_status,single
saul_constantine,vertigo_universe,gender,male
sebastian_faust,new_earth,marital_status,single
sebastian_faust,new_earth,gender,male
solomon_grundy,earth_2,marital_status,single
solomon_grundy,earth_2,gender,male
star_lily,star_riders,marital_status,single
star_lily,star_riders,gender,female
swamp_thing,prime_earth,marital_status,single
swamp_thing,prime_earth,gender,male
swamp_thing,swamp_thing_2_19_tv_series,marital_status,single
swamp_thing,swamp_thing_2_19_tv_series,gender,male
syl,prime_earth,marital_status,single
syl,prime_earth,gender,male
thorn,prime_earth,marital_status,single
thorn,prime_earth,gender,female
tsaritsa,harley_quinn_tv_series,marital_status,single
tsaritsa,harley_quinn_tv_series,gender,female
wolf,prime_earth,marital_status,single
wolf,prime_earth,gender,male
zahra_abed,prime_earth,marital_status,single
zahra_abed,prime_earth,gender,female
zatanna_zatara,lego_batman,marital_status,single
zatanna_zatara,lego_batman,gender,female
ahti,new_earth,marital_status,single
ahti,new_earth,gender,female
alexander_luthor,new_earth,marital_status,married
alexander_luthor,new_earth,gender,male
alias_the_blur,new_earth,marital_status,single
alias_the_blur,new_earth,gender,female
alias_the_blur,prime_earth,marital_status,single
alias_the_blur,prime_earth,gender,female
ambrose_chase,wildstorm_universe,marital_status,married
ambrose_chase,wildstorm_universe,gender,male
amenadiel,lucifer_tv_series,marital_status,single
amenadiel,lucifer_tv_series,gender,male
andrew_mcfee,new_earth,marital_status,single
andrew_mcfee,new_earth,gender,male
barbara_kean,gotham,marital_status,single
barbara_kean,gotham,gender,female
barbatos,new_earth,marital_status,single
barbatos,new_earth,gender,male
basanos,new_earth,marital_status,single
brain,prime_earth,marital_status,single
brain,prime_earth,gender,male
brita_an_nan,pre_zero_hour,marital_status,single
brita_an_nan,pre_zero_hour,gender,female
casey_brinke,prime_earth,marital_status,single
casey_brinke,prime_earth,gender,female
christopher_freeman,earth_s,marital_status,single
christopher_freeman,earth_s,gender,male
citizen_abra,prime_earth,marital_status,single
citizen_abra,prime_earth,gender,male
clock_king_iii,prime_earth,marital_status,single
clock_king_iii,prime_earth,gender,male
conscience,earth_two,marital_status,single
conscience,earth_two,gender,female
daniel_west,prime_earth,marital_status,single
daniel_west,prime_earth,gender,male
darkseid,earth_2,marital_status,single
darkseid,earth_2,gender,male
darkseid,new_earth,marital_status,widowed
darkseid,new_earth,gender,male
darkseid,prime_earth,marital_status,single
darkseid,prime_earth,gender,male
david_clinton,dcau,marital_status,married
david_clinton,dcau,gender,male
death,prime_earth,marital_status,single
deon_owens,arrowverse,marital_status,single
deon_owens,arrowverse,gender,male
eobard_thawne,once_and_future,marital_status,single
eobard_thawne,once_and_future,gender,male
eobard_thawne,prime_earth,marital_status,single
eobard_thawne,prime_earth,gender,male
epoch,new_earth,marital_status,single
epoch,new_earth,gender,male
eric_morden,doom_patrol_tv_series,marital_status,single
eric_morden,doom_patrol_tv_series,gender,male
euphor,earth_one,marital_status,single
euphor,earth_one,gender,male
evan_mcculloch,new_earth,marital_status,single
evan_mcculloch,new_earth,gender,male
felix_faust,prime_earth,marital_status,single
felix_faust,prime_earth,gender,male
francis_grey,the_batman_tv_series,marital_status,married
francis_grey,the_batman_tv_series,gender,male
frida_novikov,arrowverse,marital_status,single
frida_novikov,arrowverse,gender,female
glorith,pre_zero_hour,marital_status,married
glorith,pre_zero_hour,gender,female
gog,earth_22,marital_status,single
gog,earth_22,gender,male
harrison_wells,arrowverse,marital_status,widowed
harrison_wells,arrowverse,gender,male
harvest,prime_earth,marital_status,single
harvest,prime_earth,gender,male
inertia,new_earth,marital_status,single
inertia,new_earth,gender,male
izaya,new_earth,marital_status,widowed
izaya,new_earth,gender,male
james_cullen,post_zero_hour,marital_status,single
james_cullen,post_zero_hour,gender,male
jason_garrick,prime_earth,marital_status,married
jason_garrick,prime_earth,gender,male
jazmin_cullen,post_zero_hour,marital_status,single
jazmin_cullen,post_zero_hour,gender,female
jennifer_morgan,new_earth,marital_status,single
jennifer_morgan,new_earth,gender,female
jennifer_quarx,wildstorm_universe,marital_status,single
jennifer_quarx,wildstorm_universe,gender,female
jenny_fractal,wildstorm_universe,marital_status,single
jenny_fractal,wildstorm_universe,gender,female
jill_peterson,new_earth,marital_status,single
jill_peterson,new_earth,gender,female
john_constantine,vertigo_universe,marital_status,married
john_constantine,vertigo_universe,gender,male
john_starr,new_earth,marital_status,single
john_starr,new_earth,gender,male
john_starr,prime_earth,marital_status,single
john_starr,prime_earth,gender,male
kaiyo,prime_earth,marital_status,single
kaiyo,prime_earth,gender,female
kal_l,earth_two,marital_status,widowed
kal_l,earth_two,gender,male
kana,earth_one,marital_status,single
kana,earth_one,gender,male
kara_zor_el,celebration,marital_status,single
kara_zor_el,celebration,gender,female
kara_zor_el,earth_one,marital_status,divorced
kara_zor_el,earth_one,gender,female
kefong,wildstorm_universe,marital_status,single
kefong,wildstorm_universe,gender,male
lana_kurree,earth_two,marital_status,single
lana_kurree,earth_two,gender,female
liam_james,prime_earth,marital_status,single
liam_james,prime_earth,gender,male
liri_lee,new_earth,marital_status,single
liri_lee,new_earth,gender,female
lydda_jath,earth_forty_seven,marital_status,single
lydda_jath,earth_forty_seven,gender,female
margot_montgomery,justice_league_action,marital_status,single
margot_montgomery,justice_league_action,gender,female
maritza_blackbird,wildstorm_universe,marital_status,single
maritza_blackbird,wildstorm_universe,gender,female
mary_maxwell,just_imagine,marital_status,single
mary_maxwell,just_imagine,gender,female
matthew_ryder,armageddon_2_1,marital_status,single
matthew_ryder,armageddon_2_1,gender,male
matthew_ryder,new_earth,marital_status,single
matthew_ryder,new_earth,gender,male
matthew_tyler,new_earth,marital_status,single
matthew_tyler,new_earth,gender,male
meantime,wildstorm_universe,marital_status,married
meantime,wildstorm_universe,gender,male
metron,prime_earth,marital_status,single
metron,prime_earth,gender,male
michael_carter,justice_league_action,marital_status,single
michael_carter,justice_league_action,gender,male
michael_carter,new_earth,marital_status,divorced
michael_carter,new_earth,gender,male
michael_carter,prime_earth,marital_status,single
michael_carter,prime_earth,gender,male
mister_e,new_earth,marital_status,single
mister_e,new_earth,gender,male
nathaniel_adam,flashpoint_paradox,marital_status,single
nathaniel_adam,flashpoint_paradox,gender,male
ned_creegan,earth_one,marital_status,single
ned_creegan,earth_one,gender,male
oliver_queen,arrowverse,marital_status,married
oliver_queen,arrowverse,gender,male
oracle_of_delphi,quality_universe,marital_status,single
oracle_of_delphi,quality_universe,gender,female
patrick_kowalski,prime_earth,marital_status,single
patrick_kowalski,prime_earth,gender,male
paula_holt,earth_23,marital_status,widowed
