character,universe,marital_status,gender
cheetah,earth_1927,single,female
cheetah,trapped_in_time,single,female
cindy_burman,stargirl_tv_series,single,female
coyote,prime_earth,single,male
creed_quinn,amalgam_universe,single,male
dagon,team_titans,single,male
damian_wayne,earth_22,single,male
deborah_dancer,new_earth,single,female
deborah_domaine,earth_one,single,female
deimax,prime_earth,single,female
demon_fox,dakotaverse,single,female
dex_starr,injustice,single,male
dex_starr,lego_batman,single,male
dex_starr,prime_earth,single,male
dna,prime_earth,single,non_binary
doctor_morpheus,superman_1988_tv_series,single,male
dracula,earth_43,single,male
dracula,new_earth,single,male
drury_walker,new_earth,single,male
duarmzshee_paan,new_earth,single,female
dunya_mishkin,new_earth,widowed,female
edgar_warnock,new_earth,single,male
eduardo_del_toro_sr,bite_club,married,male
edward_trane,new_earth,single,male
elias,prime_earth,single,male
ellen_collins,enigma,widowed,female
ellie_mae_skaggs,new_earth,single,female
emily_briggs,new_earth,divorced,female
erik_storn,new_earth,single,male
etrigan,dc_legends,single,male
etrigan,dc_super_hero_girls,single,male
etrigan,flashpoint_timeline,single,male
etrigan,justice_league_action,single,male
etrigan,riddle_of_the_beast,single,male
etrigan,the_brave_and_the_bold,single,male
etrigan,the_doom_that_came_to_gotham,single,male
f_j_hoover,preacher_tv_series,single,male
fala,new_earth,single,male
fox,the_batman_tv_series,single,male
fraidy_cat,imaginary_fiends,single,female
francine_lee,new_earth,married,female
francine_march,dcau,married,female
galenthias,new_earth,single,female
goliath,new_earth,single,male
goliath,prime_earth,single,NA
gomorrah,new_earth,married,female
gordon_page,super_friends,single,male
goth,new_earth,single,male
great_caesar,earth_ad,married,male
green_arrow,riddle_of_the_beast,single,male
grendel,new_earth,single,male
grokk,new_earth,single,male
hawkman,earth_22,single,male
hemo_goblin,new_earth,single,male
hugh_dawkins,new_earth,single,male
hugh_dawkins,prime_earth,married,male
isamot_kol,green_lantern_movie,single,male
jade_nguyen,prime_earth,single,female
jason_blood,dcau,single,male
jason_blood,the_brave_and_the_bold,single,male
jezz_davison,vamps,single,female
jivan_shi,new_earth,single,male
joan_jordan,just_imagine,single,female
joey_scroccone,prime_earth,single,male
john_monroe,new_earth,single,male
jonathan_gunnarson,new_earth,single,male
joshua_walker,new_earth,single,male
katar_hol,prime_earth,married,male
kestrel,new_earth,single,male
kevin_franklin,dakotaverse,single,male
killer_croc,dcau,single,male
king_cobra,dcau,single,male
kirk_langstrom,dc_legends,widowed,male
kirk_langstrom,dcau,widowed,male
kirk_langstrom,gods_and_monsters,single,male
kondor,new_earth,single,male
krypto,flashpoint_timeline,single,male
kyla_willowbrook,smallville,single,female
kyle_abbot,new_earth,single,male
la_sangre,prime_earth,single,female
lapetus,prime_earth,widowed,male
lar_on,prime_earth,single,male
leroy,new_earth,single,male
lilith_demon,prime_earth,married,female
logan_wayne,amalgam_universe,single,male
lotion_the_cat,prime_earth,single,male
louis_dubois,earth_one,single,male
lucy_and_ethel_the_hyenas,dc_super_hero_girls_tv_series,single,female
lupek,new_earth,single,male
lynx_ii,new_earth,single,female
m_r_r,feral_man_of_steel,married,female
mad_harriet,new_earth,single,female
mad_harriet,prime_earth,single,female
malleus,dakotaverse,divorced,male
manny,doom_patrol_tv_series,single,male
margaret_pye,injustice,single,female
margaret_pye,prime_earth,single,female
margaret_sorrow,beware_the_batman,single,female
margot,arrowverse,single,female
marius_dimeter,new_earth,single,male
mary_seward,new_earth,separated,female
mary_seward,prime_earth,separated,female
mary_tanner,new_earth,single,female
megaera,new_earth,single,female
megan_boyer,prime_earth,single,female
merlin_the_leopard,new_earth,single,male
merlin_the_leopard,prime_earth,single,male
michael_drown,prime_earth,widowed,male
mink,new_earth,single,male
mink,vamps,single,female
mister_bloom,prime_earth,single,male
mister_monster,earth_124_1,single,male
mister_wolf,teen_titans_tv_series,single,male
mistress_murder,dakotaverse,single,female
mona_wu,arrowverse,single,female
mrs_gradenko,new_earth,married,female
mutant_leader,dcau,single,male
mutant_leader,earth_31,single,male
natalia_mitternacht,prime_earth,widowed,female
nebiros,new_earth,single,male
necahual_martinez,prime_earth,single,female
nergal,arrowverse,single,male
nergal,prime_earth,single,male
niccolai_tepes,new_earth,single,male
nina_skorzeny,new_earth,single,female
njego,earth_s,single,male
nuclear_man,donnerverse,single,male
nutsy_squirrel,earth_c,single,male
nya_nya,teen_titans_tv_series,single,female
peter_panda,earth_c,single,male
polly_peachpit,imaginary_fiends,single,female
priscilla_kitaen,prime_earth,single,female
priscilla_rich,dc_super_friends_web_series,single,female
priscilla_rich,earth_two,single,female
priscilla_rich,justice,single,female
rachel_l_rhodes,wildstorm_universe,single,female
raven_roth,ame_comi,single,female
reno_bryce,wildc_a_t_s_tv_series,single,male
richard_grayson,earth_43,single,male
risa_del_toro,bite_club,single,female
rudolph_jones,man_of_tomorrow,single,male
samantha_voz,new_earth,single,female
satanus,new_earth,single,male
savitar,arrowverse,single,male
scale_skin_man,gotham,single,male
scandal_savage,dc_animated_movie_universe,single,female
screech,vamps,single,female
sebastian_ballesteros,new_earth,single,male
selina_kyle,dc_animated_movie_universe,single,female
selina_kyle,dcau,single,female
selina_kyle,dceased,single,female
selina_kyle,earth_two,married,female
selina_kyle,harley_quinn_tv_series,single,female
selina_kyle,man_of_tomorrow,single,female
selina_kyle,scooby_doo_team_up,single,female
selina_kyle,the_lego_movie,single,female
sergei_minerva,amalgam_universe,single,male
shaggy_man,earth_5_8,single,male
shen_li_men,wildstorm_universe,single,female
simon_amal,prime_earth,single,male
skeeter,vamps,single,female
slug_the_dog,earth_s,single,male
stake,new_earth,single,male
stinky_the_cat,new_earth,single,male
streak,new_earth,single,male
streaky,earth_one,single,male
summer_day,new_earth,single,female
sven_larson,prime_earth,single,male
taghurrhu,new_earth,widowed,male
tanya,earth_43,single,female
tataka,new_earth,single,female
tatsinda,prime_earth,single,female
tawky_tawny,earth_5,single,male
tawky_tawny,new_earth,single,male
tawky_tawny,prime_earth,single,male
ted_carson,prime_earth,single,male
teekl,justice_league_action,single,NA
teekl,new_earth,single,NA
teekl,prime_earth,single,non_binary
teresa,dcau,single,female
thomas_blake,prime_earth,single,male
thomas_blake,the_brave_and_the_bold,single,male
thomas_blake,the_lego_movie,single,male
thomas_bronson,new_earth,single,male
three_faces_of_evil,new_earth,single,NA
tiamat,new_earth,single,female
tig_rafelson,prime_earth,single,female
tigress,dcau,single,female
tisiphone,new_earth,single,female
titus_the_dog,prime_earth,single,male
torcher_the_demon,new_earth,single,male
tuftan,new_earth,married,male
tuftan,prime_earth,single,male
tygrus,dcau,single,male
ubasti,izombie,widowed,female
vanessa_kapatelis,dc_animated_movie_universe,single,female
vanessa_kapatelis,prime_earth,single,female
vincent_velcoro,the_brave_and_the_bold,single,male
vlad_dracula,strange_visitor,single,male
voodoo,prime_earth,single,female
voz,green_lantern_movie,single,male
vrykos,pre_zero_hour,single,male
vulture,the_batman_tv_series,single,female
warblade,prime_earth,single,male
warren_griffith,new_earth,single,male
warren_griffith,prime_earth,single,male
waylon_jones,arrowverse,single,male
waylon_jones,batman_1966_tv_series,single,male
waylon_jones,beware_the_batman,single,male
waylon_jones,dc_bombshells,single,male
waylon_jones,dceased,single,male
waylon_jones,earth_22,single,male
waylon_jones,earth_1,single,male
waylon_jones,harleen,single,male
waylon_jones,harley_quinn_tv_series,single,male
waylon_jones,new_earth,single,male
waylon_jones,teen_titans_go_tv_series,single,male
waylon_jones,white_knight,single,male
waylon_jones,world_without_young_justice,single,male
whipsnake,vamps,single,female
wingo,earth_124_1,single,male
wolf,earth_16,single,male
yolanda_montez,new_earth,single,female
ace_arn,new_earth,single,male
adam_evans,dcau,single,male
agw,prime_earth,single,male
amanikable,prime_earth,single,male
aphrodite,prime_earth,married,female
atabey,prime_earth,single,female
atlantiades,prime_earth,single,NA
aztar,new_earth,single,male
balor,prime_earth,single,male
bruce_wayne,batman_1966_tv_series,single,male
caroline_sharp,prime_earth,single,female
cernunnos,prime_earth,single,male
chagra,prime_earth,single,male
clay_stoner,new_earth,single,male
cole_cash,futures_end,married,male
control_freak,teen_titans_tv_series,single,male
courtney_whitmore,lego_batman,single,female
doctor_schivel,batman_1966_tv_series,single,male
dream,new_earth,single,male
duke_thomas,prime_earth,single,male
earl_johnson,lucifer_tv_series,married,NA
elatha,prime_earth,married,male
eradicator,new_earth,single,male
erdammeru,antimatter_universe,single,male
father_sea,prime_earth,married,male
fred_bentson,new_earth,single,male
goddess,lucifer_tv_series,divorced,female
hades,prime_earth,married,male
harrison_nash_wells,arrowverse,single,male
hermes,prime_earth,single,male
herupa_hando_hu,new_earth,single,male
hooligan,prime_earth,single,male
irwin_schwab,dc_universe_online,single,male
irwin_schwab,new_earth,single,male
irwin_schwab,prime_earth,single,male
irwin_schwab,the_brave_and_the_bold,single,male
irwin_schwab,tiny_titans,single,male
izaya,prime_earth,widowed,male
james_gordon,batman_1966_tv_series,married,male
jeffrey_franklin_burr,new_earth,single,male
john_deegan,arrowverse,single,male
jor_el,prime_earth,widowed,male
joshua_saunders,new_earth,single,male
kay_challis,prime_earth,single,female
kumungwe,prime_earth,single,male
manann_n_mac_lir,prime_earth,single,male
max_mercury,prime_earth,single,male
michael_demiurgos,new_earth,single,male
mister_mxyzptlk,cosmic_adventures,single,male
mister_mxyzptlk,new_earth,single,male
monitor_bob,monitor_bo,single,male
monitor_solomon,monitor_solomo,single,male
monitor_weeja_dell,monitor_weeja_del,single,female
mordru,new_earth,single,male
mordru,post_zero_hour,single,male
myron_victor,new_earth,single,male
odin,prime_earth,married,male
paradox,prime_earth,married,male
persephone,prime_earth,married,female
poseidon,prime_earth,single,male
rama_kushna,new_earth,single,female
rama_kushna,prime_earth,single,female
repun,prime_earth,single,male
richard_grayson,tiny_titans,single,male
roger_hayden,arrowverse,single,male
roger_hayden,prime_earth,single,male
rosacarnis,arrowverse,single,female
solomon,new_earth,widowed,male
sonya_tarinka,prime_earth,single,female
tezcatlipoca,prime_earth,single,male
tlaloc,prime_earth,single,male
tuoni,new_earth,single,male
uriel,lucifer_tv_series,single,male
varuna,prime_earth,single,male
victor_stone,prime_earth,single,male
virgil_hawkins,dcau,single,male
william_hand,lego_batman,single,male
william_hand,new_earth,single,male
andrea_martinez,new_earth,divorced,female
aquamaria,dakotaverse,single,female
arani_desai,new_earth,married,female
billy_gander,earth_twelve,single,male
blizard,new_earth,single,male
byrna_brilyant,prime_earth,single,non_binary
caitlin_snow,justice_league_action,single,female
caitlin_snow,lego_batman,single,female
caitlin_snow,prime_earth,single,female
cameron_mahkent,earth_16,single,male
cameron_mahkent,new_earth,married,male
cameron_mahkent,prime_earth,single,male
cameron_mahkent,smallville,single,male
carter_hooks,dakotaverse,single,male
celsia,wonder_woman_tv_series,single,female
coldsnap,prime_earth,single,male
coldsnap,thunder_lightning_shorts,single,male
cooler,wildstorm_universe,single,female
crystal_frost,dc_animated_movie_universe,single,female
crystal_frost,earth_16,single,female
crystal_frost,new_earth,single,female
darryl_brown,harley_quinn_tv_series,married,male
delores_winters,new_earth,single,female
doctor_phoenix,earth_one,single,male
doctor_psycho,gods_and_monsters,single,male
elijah_snow,wildstorm_universe,single,male
ewald_olafsson,new_earth,single,male
frost,dc_super_hero_girls,single,female
frostbite,new_earth,single,male
henry_henshaw,lego_batman,widowed,male
ice,star_riders,single,female
igor_medviedenko,new_earth,single,male
jaime_encana,earth_2,single,male
jesse_watts,smallville,single,male
jordan_mahkent,stargirl_tv_series,widowed,male
joseph_meach,lego_batman,single,male
klaus_kristin,earth_one,single,male
leonard_snart,dc_universe_online,single,male
leonard_snart,prime_earth,single,male
louise_lincoln,arkhamverse,single,female
louise_lincoln,harley_quinn_tv_series,single,female
louise_lincoln,lego_batman,single,female
louise_lincoln,new_earth,single,female
louise_lincoln,prime_earth,single,female
mantis,dcau,single,male
mantis,new_earth,single,male
mark_blaine,arrowverse,single,male
mary_michaels,dcau,engaged,female
mary_michaels,futures_end,widowed,female
mintar_bannin,pre_zero_hour,married,male
mordred,dcau,single,male
rip_roar,new_earth,single,male
roger_niles,superboy_tv_series,single,male
sean_kelvin,smallville,single,male
sigrid_nansen,new_earth,single,female
sigrid_nansen,super_friends,single,female
snow_owl,new_earth,single,male
springheeled_jack,prime_earth,single,male
summer_zahid,prime_earth,single,female
teth_adam,kid_super_power_hour,engaged,male
tora_drake,amalgam_universe,single,female
tora_olafsdotter,dcau,single,female
tora_olafsdotter,dceased,single,female
tora_olafsdotter,earth_16,single,female
tora_olafsdotter,justice_league_3,single,female
tora_olafsdotter,new_earth,single,female
tora_olafsdotter,prime_earth,single,female
tori_olafsdotter,justice_league_pilot,single,female
victor_fries,earth_16,single,male
victor_fries,prime_earth,widowed,male
victor_fries,the_batman_tv_series,widowed,male
amaya,prime_earth,single,female
bobb_kohan,pre_zero_hour,single,male
kara_zor_el,new_earth,single,female
kole,earth_1,single,female
kole,teen_titans_tv_series,single,female
kole_weathers,new_earth,single,female
666,earth_22,single,male
alexander_luthor,earth_3839,single,male
amanda_spence,new_earth,single,female
anatoli_knyazev,arkhamverse,single,male
anatoli_knyazev,new_earth,single,male
anatoli_knyazev,prime_earth,single,male
angela_spica,the_wild_storm,single,female
ashok_desai,new_earth,widowed,male
axel_walker,prime_earth,single,male
b_aad,new_earth,single,male
bad_betty,dakotaverse,single,female
beowulf,prime_earth,single,male
bixby_rhodes,new_earth,single,male
blubber,new_earth,single,male
brain,justice_league_action,single,male
brain,new_earth,single,male
brother_blood,dc_animated_movie_universe,single,male
brother_blood,teen_titans_tv_series,single,male
calvin_carson,new_earth,single,male
calvin_carson,prime_earth,widowed,male
carbon_dioxide,new_earth,single,NA
carbon_monoxide,new_earth,single,NA
casey_washington,prime_earth,single,female
cassandra,prime_earth,single,female
chang_tzu,new_earth,single,male
charles_sweeney,wildstorm_universe,divorced,male
chloroform,new_earth,single,NA
chloroform,the_brave_and_the_bold,single,male
christina_chiles,new_earth,single,female
christopher_weiss,new_earth,single,male
cindy_burman,new_earth,single,female
clifford_steele,doom_patrol_shorts,single,male
clifford_steele,justice,single,male
clifford_steele,teen_titans_tv_series,single,male
clifford_steele,tiny_titans,single,male
corsar_thal,prime_earth,single,male
cyber_bwana,dakotaverse,single,male
cybron,superman_1988_tv_series,single,male
cylvia_anita_cyber,new_earth,single,female
daniel_leone,new_earth,single,male
danielle_foccart,pre_zero_hour,single,female
darius,new_earth,single,male
de_cine,new_earth,single,male
death_doll,new_earth,widowed,female
devour,prime_earth,single,male
diana_of_themyscira,dc_animated_movie_universe,single,female
doc,new_earth,single,male
earl_dukeston,new_earth,single,male
emil_hamilton,new_earth,single,male
eterno_the_immortal,earth_one,single,genderless
evelyn_dent,earth_3,married,female
frankenstein,new_earth,divorced,male
gabrielle_daou,earth_16,single,female
garth_ranzz,legion_of_super_heroes_tv_series,single,male
garth_ranzz,pre_zero_hour,widowed,male
geoffrey_barron,new_earth,divorced,male
george_harkness,dc_legends,single,male
gorgon,earth_8,widowed,male
hadrian,wildc_a_t_s_tv_series,single,male
hal_jordan,antimatter_universe,single,male
heinrich_henshaw,earth_1,single,male
helena_bertinelli,prime_earth,single,female
helium,new_earth,single,NA
helium,the_brave_and_the_bold,single,male
henry_henshaw,dc_animated_movie_universe,widowed,male
henry_henshaw,dc_legends,widowed,male
henry_heywood_iii,new_earth,single,male
hi_tech,new_earth,single,female
high_rise,new_earth,single,male
hippolyta,dimension_chi,single,female
hook,earth_16,single,male
hydrogen,the_brave_and_the_bold,single,male
imperiex,legion_of_super_heroes_tv_series,single,male
isabelle_cheranova,new_earth,single,female
ivana_baiul,gen_13_movie,single,female
ivana_baiul,wildstorm_universe,single,female
jane_stepford,prime_earth,married,female
jason_todd,amalgam_universe,single,male
john_corben,dcau,single,male
john_corben,doom,single,male
john_corben,earth_one,single,male
john_corben,harley_quinn_tv_series,single,male
john_corben,justice_league_action,single,male
john_corben,justice,single,male
john_corben,legion_of_super_heroes_tv_series,single,male
john_corben,lego_batman,single,male
john_corben,lois_clark,single,male
john_corben,prime_earth,single,male
john_corben,smallville,single,male
john_corben,superman_batman,single,male
john_corben,the_batman_tv_series,single,male
john_henry_irons,new_earth,single,male
johnny_lynx,new_earth,single,male
jonah_hex,prime_earth,divorced,male
jose_delgado,new_earth,single,male
joseph_rotkowski,wildstorm_universe,single,male
kal_el,futures_end,married,male
kali_kak,dakotaverse,single,male
kaliber,prime_earth,single,male
kara_zor_el,futures_end,single,female
karen_beecher,titans_tomorrow,married,female
katar_hol,dc_animated_movie_universe,single,male
kieron_masterson,new_earth,single,male
killbox,prime_earth,single,male
kimon_tanaka,new_earth,single,male
koriand_r,dc_animated_movie_universe,single,female
kragger,dcau,single,male
laura_washington,arrowverse,single,female
lawrence_trapp,harley_quinn_tv_series,single,male
lena_luthor_ii,new_earth,single,female
lord_havok,new_earth,single,male
mace_gardner,new_earth,single,male
majestrate,wildstorm_universe,single,male
malcolm_merlyn,arrowverse,widowed,male
marauder_ii,new_earth,single,male
mark_antaeus,new_earth,single,male
mark_shaw,new_earth,single,male
mark_shaw,prime_earth,single,male
mastrocola,prime_earth,single,male
maxine_manchester,wildstorm_universe,single,female
maxwell_burns,wildstorm_universe,single,male
maxwell_williams,new_earth,single,male
michael_costner,new_earth,single,male
michael_miller,new_earth,married,male
mitchell_shelley,new_earth,married,male
nanaue,arkhamverse,single,male
natasha_irons,flashpoint_timeline,single,female
nathan_chase,amalgam_universe,single,male
nathaniel_finch,the_batman_tv_series,single,male
nikki_nemzer,prime_earth,single,female
niles_cable,amalgam_universe,single,male
nitrogen,the_brave_and_the_bold,single,male
norman_grimes,new_earth,single,male
olivia_keller,wildstorm_universe,single,female
olivia_queen,earth_22,single,female
osita,prime_earth,widowed,female
oxygen,new_earth,single,NA
oxygen,the_brave_and_the_bold,single,male
philo_zeiss,new_earth,single,male
prometheus,prime_earth,single,male
richard_grayson,prime_earth,single,male
rictus,prime_earth,single,male
robert_crane,new_earth,single,male
robert_crane,prime_earth,single,male
robert_zirrozinski,prime_earth,single,male
rog,new_earth,single,NA
roger_corben,earth_one,single,male
roland_vale,lois_clark,single,male
ronald_evers,new_earth,single,male
roni_evers,doom_patrol_tv_series,single,female
roy_harper,dc_legends,single,male
roy_harper,earth_16,single,male
roy_harper,new_earth,single,male
ryand_r,prime_earth,single,male
scavenger,new_earth,single,male
slade_wilson,titans_tomorrow,divorced,male
slaggingham,new_earth,single,male
stalker,dcau,single,male
stiletta,hex_timeline,single,female
teth_adam,flashpoint_timeline,married,male
thaddeus_hoskins,new_earth,single,male
tharok,dcau,single,male
tharok,legion_of_super_heroes_tv_series,single,male
tharok,post_zero_hour,single,male
tharok,pre_zero_hour,single,male
tyr,pre_zero_hour,single,male
vanessa_kapatelis,new_earth,single,female
vera_lynn_black,new_earth,single,female
vera_webster,donnerverse,single,female
victor_fries,flashpoint_timeline,married,male
victor_stone,dc_animated_movie_universe,single,male
victor_stone,dceased,single,male
victor_stone,doom_patrol_tv_series,single,male
victor_stone,doom,single,male
victor_stone,earth_44,single,male
victor_stone,earth_1,single,male
victor_stone,earth_16,single,male
victor_stone,earth_3839,single,male
victor_stone,flashpoint_paradox,single,male
victor_stone,flashpoint_timeline,single,male
victor_stone,injustice,single,male
victor_stone,justice_league_action,single,male
victor_stone,lego_batman,single,male
victor_stone,smallville,single,male
victor_stone,super_friends,single,male
victor_stone,teen_titans_go_tv_series,single,male
victor_stone,tiny_titans,single,male
victor_stone,trapped_in_time,single,male
violet_paige,prime_earth,single,female
vox,earth_one,single,male
vril_dox,lego_batman,single,male
vril_dox,prime_earth,single,male
wayne_wilkins,old_lady_harley,divorced,male
whoon,new_earth,single,male
willem_cloke,prime_earth,single,male
wolf,new_earth,single,male
yumiko_gamorra,wildstorm_universe,single,female
zhang_xiaomei,new_earth,single,female
zor_el,prime_earth,widowed,male
andrea_rojas,new_earth,single,female
bruce_wayne,earth_32,single,male
carl_sands,prime_earth,single,male
celia_windward,new_earth,single,female
clifford_zmeck,new_earth,single,male
daniel_crow_brings_darkness,new_earth,single,male
darklight,new_earth,single,female
doctor_morpheus,new_earth,single,male
essence,prime_earth,single,female
eve_eden,earth_13,widowed,female
eve_eden,earth_four,single,female
eve_eden,new_earth,single,female
felicity,new_earth,married,female
ian_karkull,new_earth,single,male
ivan_evans,dcau,single,male
jennifer_knight,prime_earth,single,female
kaala,prime_earth,single,male
kana,electric_warriors,single,female
lor_zod,new_earth,single,male
lydea_mallor,new_earth,single,female
majistra,new_earth,married,female
nacht,new_earth,single,female
nightwing,new_earth,single,male
pluto,two_dangerous_ideas,single,male
rachel_roth,dc_bombshells,single,female
randy_klein,smallville,single,male
raven,dc_animated_movie_universe,single,female
raven,injustice,single,female
richard_swift,new_earth,single,male
robert_dickering,new_earth,single,male
roscoe_barrow,new_earth,single,male
shadow_walker,prime_earth,single,male
simon_culp,new_earth,single,male
simon_culp,prime_earth,widowed,male
tala,new_earth,single,female
tasmia_mallor,earth_prime,single,female
tasmia_mallor,pre_zero_hour,single,female
the_dark,new_earth,single,non_binary
todd_lebeau,amalgam_universe,single,male
todd_rice,arrowverse,single,male
todd_rice,new_earth,single,male
todd_rice,prime_earth,single,male
twilight_ii,new_earth,single,female
veil,new_earth,single,male
william_hand,prime_earth,single,male
zaniel_templar,prime_earth,single,male
adam_kent,created_equal,single,male
addie_vochs,wildstorm_universe,single,female
ak_var,earth_one,married,male
alan_scott,new_earth,married,male
alan_scott,prime_earth,divorced,male
albert_pratt,new_earth,widowed,male
alexander_luthor,amalgam_universe,married,male
allura_in_ze,donnerverse,married,female
allura_in_ze,earth_one,married,female
allura_in_ze,superman_batman,married,female
alura_in_ze,new_earth,widowed,female
alura_in_ze,scooby_doo_team_up,married,female
alura_in_ze,unbound,married,female
anchoress,prime_earth,single,female
andar_pul,new_earth,single,male
anna_hark,wildstorm_universe,single,female
axel_brass,wildstorm_universe,single,male
bal_gand,new_earth,single,female
bar_el,all_star_superman,married,male
bark_bent,the_adventures_of_super_pup,single,male
basqat,smallville,single,male
benjamin_raymond,new_earth,single,male
beppo,batman_1966_tv_series,single,male
birgit_eisenmann,new_earth,single,female
bor_jak,earth_one,single,male
bret_leather,wildstorm_universe,widowed,male
bruce_kent,distant_fires,single,male
bruce_wayne,earth_two,widowed,male
brushogun,teen_titans_tv_series,single,male
cain,new_earth,single,male
caitlin_fairchild,prime_earth,single,female
capucine,prime_earth,single,female
car_vex,dc_extended_universe,single,female
car_vex,new_earth,single,female
catar_ol,prime_earth,single,male
christopher_kent,earth_16,single,male
cil_gand,new_earth,single,male
claire_clover,prime_earth,single,female
clarc_kent_son,earth_1927,single,male
clark_kent,amalgam_universe,single,male
comet,dc_super_hero_girls,single,male
dalen_nur,prime_earth,single,male
dark_supergirl,new_earth,single,female
dax_ur,smallville,married,male
desaad,new_earth,single,male
dev_em,new_earth,single,male
dev_em,pre_zero_hour,single,male
dev_em_i,dc_extended_universe,single,male
dev_em_ii,dc_extended_universe,single,male
devin,wildstorm_universe,single,female
dhalua_strong,earth_abc,married,female
diana_of_themyscira,last_knight_on_earth,single,female
diro_yat,new_earth,married,male
divine,new_earth,single,female
don_el,earth_one,single,male
drax,legion_of_super_heroes_tv_series,single,male
dru_zod,booster_shot_future,married,male
dru_zod_brainiac_13,new_earth,single,male
dru_zod,dc_extended_universe,single,male
dru_zod,dc_super_hero_girls_tv_series,single,male
dru_zod,earth_one,single,male
dru_zod,injustice,married,male
dru_zod,pocket_universe,single,male
dru_zod,prime_earth,married,male
dru_zod,tiny_titans,married,male
dru_zod_ii,new_earth,married,male
dyn_xe,new_earth,single,male
erndine_ze_da,earth_one,married,female
evil_star,new_earth,single,male
extremax,prime_earth,single,male
faora,smallville,married,female
faora,superman_1988_tv_series,single,female
faora_hu_ul,earth_one,single,female
faora_hu_ul,new_earth,single,female
faora_hu_ul,prime_earth,single,female
faora_ul,dc_extended_universe,single,female
fer_gor,new_earth,single,male
gaia_rothstein,wildstorm_universe,single,female
ganesh,new_earth,married,male
gar_el,legacy,widowed,male
green_dragon,earth_two,married,male
hermes,new_earth,single,male
hyanthis,new_earth,divorced,female
ingrid_weiss,earth_abc,single,female
ivan_illyich_gort,new_earth,single,male
jakita_wagner,wildstorm_universe,single,female
jason_blood,justice_league_action,single,male
jason_blood,prime_earth,single,male
jason_burr,new_earth,single,male
jax_ur,dc_extended_universe,single,male
jax_ur,earth_one,single,male
jax_ur,new_earth,single,male
jax_ur,prime_earth,single,male
jaxon,earth_ad,single,male
jeannette,prime_earth,single,female
jeremiah_cain,wildstorm_universe,single,male
jeremy_creek,smallville,single,male
john_thunder,new_earth,single,male
john_tower,dakotaverse,widowed,male
jonathan_kent,son_of_superman,single,male
jonathan_lane_kent,futures_end,single,male
jonathan_samuel_kent,dc_legends,single,male
jonathan_samuel_kent,dceased,single,male
jonathan_samuel_kent,earth_22,single,male
jonathan_samuel_kent,future_state,single,male
jonathan_samuel_kent,titans_tomorrow,single,male
jor_el,booster_shot_future,widowed,male
jor_el,smallville,married,male
jor_el,tiny_titans,married,male
jorel,earth_23,married,male
jorel_kent,earth_2_2,married,male
justin_arthur,dcau,single,male
kal_el,adventures_of_superman,single,male
kal_el,age_of_wonder,married,male
kal_el,all_star_superman,single,male
kal_el,american_alien,single,male
kal_el,anansi_timeline,married,male
kal_el,booster_shot_future,widowed,male
kal_el,booster_shot_timeline,married,male
kal_el,brainiac_attacks,single,male
kal_el,bump_in_the_night,single,male
kal_el,celebration,married,male
kal_el,created_equal,widowed,male
kal_el,crisis_on_two_earths,single,male
kal_el,dc_animated_movie_universe,widowed,male
kal_el,dc_extended_universe,single,male
kal_el,dc_legends,married,male
kal_el,dc_one_million,married,male
kal_el,dc_super_hero_girls_tv_series,single,male
kal_el,dc_universe_online,married,male
kal_el,dcau,single,male
kal_el,dceased,married,male
kal_el,distant_fires,married,male
kal_el,doom,single,male
kal_el,earth_22,married,male
kal_el,earth_2,married,male
kal_el,earth_1198,married,male
kal_el,earth_154,married,male
kal_el,earth_16,single,male
kal_el,earth_167,married,male
kal_el,earth_172,single,male
kal_el,earth_2_2,married,male
kal_el,earth_32,single,male
kal_el,earth_353,married,male
kal_el,earth_3839,married,male
kal_el,earth_395,engaged,male
kal_el,earth_399,single,male
kal_el,earth_423,married,male
kal_el,earth_5_8,single,male
kal_el,earth_d,married,male
kal_el,flashpoint_paradox,single,male
kal_el,flashpoint_timeline,single,male
kal_el,future_state,married,male
kal_el,holy_terror,single,male
kal_el,hush_beyond,widowed,male
kal_el,injustice,widowed,male
kal_el,justice,single,male
kal_el,krypto_the_superdog,single,male
kal_el,legion_of_super_heroes_tv_series,single,male
kal_el,lego_batman,single,male
kal_el,lego_dc_heroes,single,male
kal_el,lois_clark,married,male
kal_el,man_of_tomorrow,single,male
kal_el,new_earth,married,male
kal_el,return_of_black_adam,single,male
kal_el,shogun_of_steel,single,male
kal_el,smallville_earth_2,single,male
kal_el,smallville,married,male
kal_el,son_of_superman,married,male
kal_el,speeding_bullets,single,male
kal_el,super_friends,single,male
kal_el,super_seven,widowed,male
kal_el,super_sons,married,male
kal_el,superboy_tv_series,single,male
kal_el,superboy_s_legion,single,male
kal_el,superman_1988_tv_series,single,male
kal_el,superman_returns,single,male
kal_el,superman_serials,single,male
kal_el,superman_smashes_the_klan,single,male
kal_el,superman_inc,single,male
kal_el,superman_batman,married,male
kal_el,the_batman_tv_series,single,male
kal_el,the_brave_and_the_bold,single,male
kal_el,the_nail,single,male
kal_el,the_new_order,single,male
kal_el,tiny_titans,single,male
kal_el,titans_tomorrow,married,male
kal_el,trapped_in_time,single,male
kal_el,unbound,engaged,male
kal_el,world_without_young_justice,single,male
kal_el_clone,lois_clark,single,male
kal_l,earth_2,single,male
kal_l,earth_21,single,male
kal_l,earth_3,single,male
